"user_id","location","timestamp","login_success","time","diff"
"dave","Russia","2025-09-24 22:21:05","1","1758732664902","1"
"alice","Russia","2025-09-24 22:21:07","0","1758732666402","1"
"charlie","Russia","2025-09-24 22:21:09","0","1758732669402","1"
"alice","USA","2025-09-24 22:21:11","1","1758732670902","1"
"charlie","Russia","2025-09-24 22:21:13","1","1758732672402","1"
"bob","Russia","2025-09-24 22:21:15","0","1758732675402","1"
"charlie","USA","2025-09-24 22:21:19","1","1758732678402","1"
"dave","Russia","2025-09-24 22:21:25","0","1758732684402","1"
"dave","USA","2025-09-24 22:21:31","1","1758732690402","1"
"charlie","USA","2025-09-24 22:21:33","0","1758732693402","1"
"charlie","USA","2025-09-24 22:21:35","1","1758732694902","1"
"charlie","Russia","2025-09-24 22:21:37","1","1758732696402","1"
"bob","Russia","2025-09-24 22:21:43","1","1758732702402","1"
"bob","Russia","2025-09-24 22:21:45","0","1758732705402","1"
"charlie","USA","2025-09-24 22:21:51","0","1758732711402","1"
"charlie","USA","2025-09-24 22:21:55","0","1758732714402","1"
"dave","Russia","2025-09-24 22:22:01","0","1758732720402","1"
"dave","USA","2025-09-24 22:22:03","1","1758732723402","1"
"charlie","USA","2025-09-24 22:22:05","0","1758732724902","1"
"charlie","Russia","2025-09-24 22:22:07","0","1758732726402","1"
"alice","USA","2025-09-24 22:22:09","0","1758732729402","1"
"bob","Russia","2025-09-24 22:22:15","1","1758732735402","1"
"alice","USA","2025-09-24 22:22:17","0","1758732736902","1"
"bob","USA","2025-09-24 22:22:19","0","1758732738402","1"
"charlie","Russia","2025-09-24 22:22:27","0","1758732747402","1"
"bob","Russia","2025-09-24 22:22:31","0","1758732750402","1"
"dave","Russia","2025-09-24 22:22:35","1","1758732754902","1"
"bob","USA","2025-09-24 22:22:41","1","1758732760902","1"
"alice","USA","2025-09-24 22:22:43","1","1758732762402","1"
