"user_id","location","timestamp","login_success","fail_count","time","diff"
"dave","Mumbai","2025-09-24 12:39:14","0","60","1758906028770","1"
"bob","Russia","2025-09-24 12:40:34","0","60","1758906028770","1"
"dave","Delhi","2025-09-24 12:40:20","0","60","1758906028770","1"
"dave","USA","2025-09-24 22:20:47","0","60","1758906028770","1"
"bob","Mumbai","2025-09-24 22:21:29","0","60","1758906028770","1"
"alice","USA","2025-09-24 12:38:08","0","49","1758906028770","1"
"charlie","USA","2025-09-24 15:08:17","0","58","1758906028770","1"
"charlie","Mumbai","2025-09-24 12:33:58","0","58","1758906028770","1"
"charlie","USA","2025-09-24 22:17:07","0","58","1758906028770","1"
"charlie","USA","2025-09-24 22:22:05","0","58","1758906028770","1"
"dave","Mumbai","2025-09-24 22:16:39","0","60","1758906028770","1"
"dave","USA","2025-09-24 22:20:05","0","60","1758906028770","1"
"bob","Russia","2025-09-24 12:38:14","0","60","1758906028770","1"
"charlie","Russia","2025-09-24 12:40:26","0","58","1758906028770","1"
"bob","USA","2025-09-24 12:38:16","0","60","1758906028770","1"
"bob","Russia","2025-09-26 22:30:07","0","60","1758906028770","1"
"charlie","Mumbai","2025-09-24 22:20:21","0","58","1758906028770","1"
"charlie","Delhi","2025-09-24 12:40:46","0","58","1758906028770","1"
"alice","Delhi","2025-09-24 22:22:37","0","49","1758906028770","1"
"bob","USA","2025-09-24 22:22:19","0","60","1758906028770","1"
"alice","Delhi","2025-09-24 22:17:39","0","49","1758906028770","1"
"bob","Russia","2025-09-24 15:08:01","0","60","1758906028770","1"
"alice","Mumbai","2025-09-24 12:38:26","0","49","1758906028770","1"
"bob","Delhi","2025-09-24 22:21:23","0","60","1758906028770","1"
"dave","Mumbai","2025-09-24 22:17:21","0","60","1758906028770","1"
"alice","USA","2025-09-24 22:18:01","0","49","1758906028770","1"
"charlie","Russia","2025-09-24 22:20:01","0","58","1758906028770","1"
"bob","Russia","2025-09-26 22:30:11","0","60","1758906028770","1"
"alice","Mumbai","2025-09-24 22:21:47","0","49","1758906028770","1"
"alice","USA","2025-09-24 22:18:51","0","49","1758906028770","1"
"dave","Mumbai","2025-09-24 22:17:11","0","60","1758906028770","1"
"alice","Russia","2025-09-24 22:16:51","0","49","1758906028770","1"
"charlie","Russia","2025-09-24 22:18:57","0","58","1758906028770","1"
"charlie","Mumbai","2025-09-24 22:21:53","0","58","1758906028770","1"
"charlie","Delhi","2025-09-24 22:16:53","0","58","1758906028770","1"
"dave","Delhi","2025-09-24 15:09:55","0","60","1758906028770","1"
"bob","Russia","2025-09-24 15:10:11","0","60","1758906028770","1"
"charlie","Russia","2025-09-24 15:07:11","0","58","1758906028770","1"
"alice","Russia","2025-09-26 22:29:53","0","49","1758906028770","1"
"charlie","USA","2025-09-24 22:21:55","0","58","1758906028770","1"
"charlie","Russia","2025-09-24 22:18:19","0","58","1758906028770","1"
"alice","USA","2025-09-24 12:27:55","0","49","1758906028770","1"
"bob","Delhi","2025-09-24 12:39:04","0","60","1758906028770","1"
"charlie","Mumbai","2025-09-24 22:19:41","0","58","1758906028770","1"
"dave","Russia","2025-09-24 12:26:57","0","60","1758906028770","1"
"bob","Russia","2025-09-24 22:19:07","0","60","1758906028770","1"
"bob","Russia","2025-09-24 13:10:22","0","60","1758906028770","1"
"charlie","USA","2025-09-24 22:19:55","0","58","1758906028770","1"
"alice","Russia","2025-09-24 22:20:09","0","49","1758906028770","1"
"alice","Mumbai","2025-09-26 22:30:19","0","49","1758906028770","1"
"bob","Russia","2025-09-24 22:21:45","0","60","1758906028770","1"
"charlie","USA","2025-09-24 15:08:29","0","58","1758906028770","1"
"charlie","Mumbai","2025-09-24 22:22:33","0","58","1758906028770","1"
"charlie","USA","2025-09-24 22:16:57","0","58","1758906028770","1"
"alice","Russia","2025-09-24 22:16:11","0","49","1758906028770","1"
"bob","Russia","2025-09-24 22:21:15","0","60","1758906028770","1"
"bob","Delhi","2025-09-24 22:19:57","0","60","1758906028770","1"
"charlie","Russia","2025-09-24 22:21:09","0","58","1758906028770","1"
"dave","USA","2025-09-24 12:34:28","0","60","1758906028770","1"
"charlie","Russia","2025-09-24 22:20:45","0","58","1758906028770","1"
"charlie","Mumbai","2025-09-26 22:30:15","0","58","1758906028770","1"
"bob","USA","2025-09-24 15:09:39","0","60","1758906028770","1"
"charlie","Delhi","2025-09-24 12:34:12","0","58","1758906028770","1"
"dave","Mumbai","2025-09-24 15:07:33","0","60","1758906028770","1"
"bob","Russia","2025-09-24 15:09:03","0","60","1758906028770","1"
"alice","Delhi","2025-09-24 22:18:43","0","49","1758906028770","1"
"charlie","Mumbai","2025-09-24 22:21:49","0","58","1758906028770","1"
"charlie","Russia","2025-09-24 22:20:37","0","58","1758906028770","1"
"charlie","Mumbai","2025-09-24 22:17:27","0","58","1758906028770","1"
"dave","Russia","2025-09-24 22:20:51","0","60","1758906028770","1"
"alice","USA","2025-09-24 22:18:59","0","49","1758906028770","1"
"alice","USA","2025-09-24 22:19:05","0","49","1758906028770","1"
"dave","Delhi","2025-09-24 15:09:53","0","60","1758906028770","1"
"charlie","Delhi","2025-09-24 13:10:32","0","58","1758906028770","1"
"alice","Mumbai","2025-09-24 22:18:25","0","49","1758906028770","1"
"charlie","Russia","2025-09-24 12:27:53","0","58","1758906028770","1"
"dave","Delhi","2025-09-24 22:18:11","0","60","1758906028770","1"
"alice","Mumbai","2025-09-24 22:19:51","0","49","1758906028770","1"
"bob","Russia","2025-09-24 22:22:31","0","60","1758906028770","1"
"bob","Mumbai","2025-09-24 15:07:31","0","60","1758906028770","1"
"bob","Delhi","2025-09-24 22:17:57","0","60","1758906028770","1"
"bob","Delhi","2025-09-24 22:22:23","0","60","1758906028770","1"
"dave","Delhi","2025-09-24 15:08:55","0","60","1758906028770","1"
"bob","Delhi","2025-09-24 12:38:42","0","60","1758906028770","1"
"dave","Delhi","2025-09-24 15:08:37","0","60","1758906028770","1"
"bob","USA","2025-09-24 22:19:27","0","60","1758906028770","1"
"charlie","Mumbai","2025-09-24 13:10:00","0","58","1758906028770","1"
"dave","USA","2025-09-24 22:19:13","0","60","1758906028770","1"
"dave","Russia","2025-09-24 13:10:36","0","60","1758906028770","1"
"charlie","Russia","2025-09-26 22:30:25","0","58","1758906028770","1"
"charlie","USA","2025-09-24 22:16:41","0","58","1758906028770","1"
"charlie","Mumbai","2025-09-24 12:40:44","0","58","1758906028770","1"
"bob","Mumbai","2025-09-24 22:19:37","0","60","1758906028770","1"
"bob","Delhi","2025-09-24 15:09:51","0","60","1758906028770","1"
"charlie","Russia","2025-09-24 22:22:07","0","58","1758906028770","1"
"dave","Mumbai","2025-09-24 12:38:10","0","60","1758906028770","1"
"charlie","USA","2025-09-24 12:38:48","0","58","1758906028770","1"
"charlie","Russia","2025-09-24 22:20:31","0","58","1758906028770","1"
"alice","USA","2025-09-24 12:38:00","0","49","1758906028770","1"
"bob","USA","2025-09-24 22:20:49","0","60","1758906028770","1"
"alice","Russia","2025-09-24 13:10:10","0","49","1758906028770","1"
"alice","Russia","2025-09-24 22:17:41","0","49","1758906028770","1"
"bob","Mumbai","2025-09-24 12:38:54","0","60","1758906028770","1"
"charlie","USA","2025-09-24 22:18:05","0","58","1758906028770","1"
"bob","Mumbai","2025-09-24 22:19:11","0","60","1758906028770","1"
"dave","Russia","2025-09-24 12:27:43","0","60","1758906028770","1"
"bob","Mumbai","2025-09-24 12:27:17","0","60","1758906028770","1"
"dave","USA","2025-09-24 22:17:35","0","60","1758906028770","1"
"alice","Mumbai","2025-09-24 13:10:30","0","49","1758906028770","1"
"alice","Russia","2025-09-24 22:15:55","0","49","1758906028770","1"
"charlie","Mumbai","2025-09-24 22:21:39","0","58","1758906028770","1"
"alice","Delhi","2025-09-24 22:17:31","0","49","1758906028770","1"
"charlie","Mumbai","2025-09-24 22:20:11","0","58","1758906028770","1"
"charlie","Delhi","2025-09-24 22:21:17","0","58","1758906028770","1"
"dave","Mumbai","2025-09-24 15:07:37","0","60","1758906028770","1"
"bob","Delhi","2025-09-24 12:40:16","0","60","1758906028770","1"
"bob","Mumbai","2025-09-24 22:19:43","0","60","1758906028770","1"
"charlie","Delhi","2025-09-24 22:16:59","0","58","1758906028770","1"
"bob","Russia","2025-09-24 13:10:34","0","60","1758906028770","1"
"alice","Russia","2025-09-24 22:21:07","0","49","1758906028770","1"
"alice","Russia","2025-09-24 22:20:07","0","49","1758906028770","1"
"bob","USA","2025-09-24 12:39:16","0","60","1758906028770","1"
"dave","Delhi","2025-09-24 12:38:06","0","60","1758906028770","1"
"dave","USA","2025-09-24 15:07:23","0","60","1758906028770","1"
"bob","Mumbai","2025-09-24 22:17:37","0","60","1758906028770","1"
"alice","Mumbai","2025-09-24 22:19:09","0","49","1758906028770","1"
"alice","Delhi","2025-09-24 12:40:18","0","49","1758906028770","1"
"bob","USA","2025-09-24 12:38:32","0","60","1758906028770","1"
"alice","Delhi","2025-09-24 22:22:39","0","49","1758906028770","1"
"alice","Delhi","2025-09-24 12:38:58","0","49","1758906028770","1"
"alice","Delhi","2025-09-24 12:38:40","0","49","1758906028770","1"
"dave","USA","2025-09-24 22:19:19","0","60","1758906028770","1"
"alice","USA","2025-09-24 15:07:55","0","49","1758906028770","1"
"bob","USA","2025-09-26 22:30:13","0","60","1758906028770","1"
"bob","Delhi","2025-09-24 22:18:13","0","60","1758906028770","1"
"dave","Delhi","2025-09-24 22:21:41","0","60","1758906028770","1"
"bob","Mumbai","2025-09-24 12:40:24","0","60","1758906028770","1"
"bob","Mumbai","2025-09-24 22:17:17","0","60","1758906028770","1"
"bob","Russia","2025-09-24 12:30:06","0","60","1758906028770","1"
"dave","Russia","2025-09-24 22:20:59","0","60","1758906028770","1"
"alice","Russia","2025-09-24 12:38:34","0","49","1758906028770","1"
"dave","Mumbai","2025-09-24 22:17:15","0","60","1758906028770","1"
"dave","Russia","2025-09-24 22:22:01","0","60","1758906028770","1"
"dave","Mumbai","2025-09-24 13:10:26","0","60","1758906028770","1"
"bob","Mumbai","2025-09-26 22:30:01","0","60","1758906028770","1"
"dave","USA","2025-09-24 15:08:33","0","60","1758906028770","1"
"alice","Mumbai","2025-09-24 22:16:01","0","49","1758906028770","1"
"bob","Mumbai","2025-09-24 13:10:24","0","60","1758906028770","1"
"dave","Russia","2025-09-24 12:38:30","0","60","1758906028770","1"
"dave","Delhi","2025-09-24 22:15:57","0","60","1758906028770","1"
"bob","Delhi","2025-09-24 15:08:59","0","60","1758906028770","1"
"bob","Mumbai","2025-09-24 12:34:04","0","60","1758906028770","1"
"charlie","Delhi","2025-09-26 22:30:29","0","58","1758906028770","1"
"dave","USA","2025-09-24 15:09:59","0","60","1758906028770","1"
"charlie","Russia","2025-09-24 15:08:51","0","58","1758906028770","1"
"dave","Delhi","2025-09-24 22:19:23","0","60","1758906028770","1"
"alice","Mumbai","2025-09-24 22:16:45","0","49","1758906028770","1"
"dave","USA","2025-09-26 22:30:09","0","60","1758906028770","1"
"bob","Mumbai","2025-09-24 15:09:05","0","60","1758906028770","1"
"alice","Mumbai","2025-09-24 15:08:57","0","49","1758906028770","1"
"bob","Russia","2025-09-24 15:07:17","0","60","1758906028770","1"
"bob","Russia","2025-09-24 12:26:55","0","60","1758906028770","1"
"alice","Delhi","2025-09-24 13:10:04","0","49","1758906028770","1"
"bob","Russia","2025-09-24 22:17:13","0","60","1758906028770","1"
"alice","Russia","2025-09-24 12:27:03","0","49","1758906028770","1"
"alice","Delhi","2025-09-24 12:40:08","0","49","1758906028770","1"
"alice","Delhi","2025-09-24 15:07:51","0","49","1758906028770","1"
"alice","USA","2025-09-24 22:16:15","0","49","1758906028770","1"
"alice","Delhi","2025-09-24 22:19:59","0","49","1758906028770","1"
"dave","Mumbai","2025-09-24 12:30:08","0","60","1758906028770","1"
"charlie","Delhi","2025-09-24 22:16:49","0","58","1758906028770","1"
"bob","USA","2025-09-26 22:29:50","0","60","1758906028770","1"
"charlie","USA","2025-09-24 22:20:13","0","58","1758906028770","1"
"bob","Mumbai","2025-09-24 12:37:58","0","60","1758906028770","1"
"charlie","USA","2025-09-24 15:10:01","0","58","1758906028770","1"
"alice","USA","2025-09-24 22:22:17","0","49","1758906028770","1"
"dave","Russia","2025-09-24 22:20:39","0","60","1758906028770","1"
"dave","Mumbai","2025-09-24 15:07:27","0","60","1758906028770","1"
"dave","Delhi","2025-09-24 15:08:35","0","60","1758906028770","1"
"dave","Delhi","2025-09-24 15:09:25","0","60","1758906028770","1"
"dave","Mumbai","2025-09-24 12:38:28","0","60","1758906028770","1"
"alice","USA","2025-09-24 22:22:09","0","49","1758906028770","1"
"charlie","USA","2025-09-24 12:27:51","0","58","1758906028770","1"
"charlie","Delhi","2025-09-24 15:09:27","0","58","1758906028770","1"
"bob","Mumbai","2025-09-24 22:18:03","0","60","1758906028770","1"
"dave","USA","2025-09-24 12:34:02","0","60","1758906028770","1"
"dave","Delhi","2025-09-24 22:19:47","0","60","1758906028770","1"
"bob","Delhi","2025-09-24 22:22:21","0","60","1758906028770","1"
"charlie","Russia","2025-09-24 22:22:27","0","58","1758906028770","1"
"dave","Delhi","2025-09-24 12:40:04","0","60","1758906028770","1"
"alice","Delhi","2025-09-24 15:09:11","0","49","1758906034758","-1"
"alice","USA","2025-09-24 22:22:09","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 15:08:21","0","49","1758906034758","-1"
"alice","USA","2025-09-24 22:22:17","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 12:34:22","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 22:19:59","0","49","1758906034758","-1"
"alice","USA","2025-09-24 15:09:07","0","49","1758906034758","-1"
"alice","USA","2025-09-24 22:16:15","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 22:17:49","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 15:07:51","0","49","1758906034758","-1"
"alice","USA","2025-09-24 12:38:08","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 12:40:08","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 22:22:37","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 12:27:03","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 22:17:39","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 13:10:04","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 12:38:26","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 15:08:57","0","49","1758906034758","-1"
"alice","USA","2025-09-24 22:18:01","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 22:16:45","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 22:21:47","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 22:16:01","0","49","1758906034758","-1"
"alice","USA","2025-09-24 22:18:51","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 12:38:34","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 22:16:51","0","49","1758906034758","-1"
"alice","USA","2025-09-24 15:07:55","0","49","1758906034758","-1"
"alice","Russia","2025-09-26 22:29:53","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 12:38:40","0","49","1758906034758","-1"
"alice","USA","2025-09-24 12:27:55","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 12:38:58","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 22:20:09","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 22:22:39","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-26 22:30:19","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 12:40:18","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 22:16:11","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 22:19:09","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 22:18:43","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 22:20:07","0","49","1758906034758","-1"
"alice","USA","2025-09-24 22:18:59","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 22:21:07","0","49","1758906034758","-1"
"alice","USA","2025-09-24 22:19:05","0","49","1758906034758","-1"
"alice","Delhi","2025-09-24 22:17:31","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 22:18:25","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 22:15:55","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 22:19:51","0","49","1758906034758","-1"
"alice","Mumbai","2025-09-24 13:10:30","0","49","1758906034758","-1"
"alice","USA","2025-09-24 12:38:00","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 22:17:41","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 13:10:10","0","49","1758906034758","-1"
"alice","Russia","2025-09-24 13:10:10","0","50","1758906034758","1"
"alice","USA","2025-09-24 12:38:00","0","50","1758906034758","1"
"alice","Russia","2025-09-24 22:17:41","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 22:19:51","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 13:10:30","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 22:18:25","0","50","1758906034758","1"
"alice","Russia","2025-09-24 22:15:55","0","50","1758906034758","1"
"alice","USA","2025-09-24 22:19:05","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 22:17:31","0","50","1758906034758","1"
"alice","USA","2025-09-24 22:18:59","0","50","1758906034758","1"
"alice","Russia","2025-09-24 22:21:07","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 22:18:43","0","50","1758906034758","1"
"alice","Russia","2025-09-24 22:20:07","0","50","1758906034758","1"
"alice","Russia","2025-09-24 22:16:11","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 22:19:09","0","50","1758906034758","1"
"alice","Mumbai","2025-09-26 22:30:19","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 12:40:18","0","50","1758906034758","1"
"alice","Russia","2025-09-24 22:20:09","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 22:22:39","0","50","1758906034758","1"
"alice","USA","2025-09-24 12:27:55","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 12:38:58","0","50","1758906034758","1"
"alice","Russia","2025-09-26 22:29:53","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 12:38:40","0","50","1758906034758","1"
"alice","Russia","2025-09-24 22:16:51","0","50","1758906034758","1"
"alice","USA","2025-09-24 15:07:55","0","50","1758906034758","1"
"alice","USA","2025-09-24 22:18:51","0","50","1758906034758","1"
"alice","Russia","2025-09-24 12:38:34","0","50","1758906034758","1"
"alice","Delhi","2025-09-26 22:30:35","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 22:21:47","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 22:16:01","0","50","1758906034758","1"
"alice","USA","2025-09-24 22:18:01","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 22:16:45","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 12:38:26","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 15:08:57","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 22:17:39","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 13:10:04","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 22:22:37","0","50","1758906034758","1"
"alice","Russia","2025-09-24 12:27:03","0","50","1758906034758","1"
"alice","USA","2025-09-24 12:38:08","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 12:40:08","0","50","1758906034758","1"
"alice","Russia","2025-09-24 22:17:49","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 15:07:51","0","50","1758906034758","1"
"alice","USA","2025-09-24 15:09:07","0","50","1758906034758","1"
"alice","USA","2025-09-24 22:16:15","0","50","1758906034758","1"
"alice","Mumbai","2025-09-24 12:34:22","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 22:19:59","0","50","1758906034758","1"
"alice","Russia","2025-09-24 15:08:21","0","50","1758906034758","1"
"alice","USA","2025-09-24 22:22:17","0","50","1758906034758","1"
"alice","Delhi","2025-09-24 15:09:11","0","50","1758906034758","1"
"alice","USA","2025-09-24 22:22:09","0","50","1758906034758","1"
"dave","Russia","2025-09-24 22:19:39","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 12:40:04","0","60","1758906036258","-1"
"dave","USA","2025-09-24 12:27:01","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 22:19:47","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 22:17:51","0","60","1758906036258","-1"
"dave","USA","2025-09-24 12:34:02","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 22:16:09","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 12:38:28","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 22:21:25","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 15:09:25","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 15:09:45","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 15:08:35","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 12:34:34","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 15:07:27","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 22:21:27","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 22:20:39","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 22:16:43","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 12:30:08","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 12:38:56","0","60","1758906036258","-1"
"dave","USA","2025-09-26 22:30:09","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 15:08:05","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 22:19:23","0","60","1758906036258","-1"
"dave","USA","2025-09-24 15:08:45","0","60","1758906036258","-1"
"dave","USA","2025-09-24 15:09:59","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 15:10:05","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 22:15:57","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 15:09:29","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 12:38:30","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 22:20:29","0","60","1758906036258","-1"
"dave","USA","2025-09-24 15:08:33","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 12:39:14","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 13:10:26","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 12:40:20","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 22:22:01","0","60","1758906036258","-1"
"dave","USA","2025-09-24 22:20:47","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 22:17:15","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 22:16:39","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 22:20:59","0","60","1758906036258","-1"
"dave","USA","2025-09-24 22:20:05","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 22:21:41","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 22:17:21","0","60","1758906036258","-1"
"dave","USA","2025-09-24 22:19:19","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 22:17:11","0","60","1758906036258","-1"
"dave","USA","2025-09-24 15:07:23","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 15:09:55","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 12:38:06","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 12:26:57","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 15:07:37","0","60","1758906036258","-1"
"dave","USA","2025-09-24 12:34:28","0","60","1758906036258","-1"
"dave","USA","2025-09-24 22:17:35","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 15:07:33","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 12:27:43","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 22:20:51","0","60","1758906036258","-1"
"dave","Mumbai","2025-09-24 12:38:10","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 15:09:53","0","60","1758906036258","-1"
"dave","Russia","2025-09-24 13:10:36","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 22:18:11","0","60","1758906036258","-1"
"dave","USA","2025-09-24 22:19:13","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 15:08:55","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 15:08:37","0","60","1758906036258","-1"
"dave","Delhi","2025-09-24 15:08:55","0","61","1758906036258","1"
"dave","Delhi","2025-09-24 15:08:37","0","61","1758906036258","1"
"dave","Delhi","2025-09-24 22:18:11","0","61","1758906036258","1"
"dave","USA","2025-09-24 22:19:13","0","61","1758906036258","1"
"dave","Delhi","2025-09-24 15:09:53","0","61","1758906036258","1"
"dave","Russia","2025-09-24 13:10:36","0","61","1758906036258","1"
"dave","Russia","2025-09-24 22:20:51","0","61","1758906036258","1"
"dave","Mumbai","2025-09-24 12:38:10","0","61","1758906036258","1"
"dave","Mumbai","2025-09-26 22:30:37","0","61","1758906036258","1"
"dave","Mumbai","2025-09-24 15:07:33","0","61","1758906036258","1"
"dave","Russia","2025-09-24 12:27:43","0","61","1758906036258","1"
"dave","USA","2025-09-24 12:34:28","0","61","1758906036258","1"
"dave","USA","2025-09-24 22:17:35","0","61","1758906036258","1"
